ARTNO,popularity,Truck,Collect,Correlations
10485252.0,1.0,1.0,0.0,{'395624.0': 1.0}
10486652.0,1.0,1.0,0.0,"{'80275887.0': 1.0003, '10443974.0': 1.0002, '30219281.0': 1.0, '20275814.0': 1.0, '461379.0': 0.9999, '20461378.0': 1.0, '10492455.0': 1.0, '30493350.0': 1.0, '40499002.0': 1.0}"
10486732.0,1.0,1.0,0.0,"{'10446883.0': 0.9999, '30246722.0': 0.9999, '214505.0': 0.9994, '40256895.0': 0.9999, '60442383.0': 1.0002, '10257306.0': 1.0, '10357004.0': 1.0, '30277959.0': 1.0008, '40480856.0': 1.0, '90256893.0': 0.9996, '60529084.0': 1.0, '20423602.0': 1.0, '30263245.0': 1.0008, '10246308.0': 1.0, '70214564.0': 1.0, '70346932.0': 1.0, '50356187.0': 1.0, '80331930.0': 1.0002, '228705.0': 1.0, '10368489.0': 0.9999, '70214559.0': 0.9996}"
10489537.0,1.0,0.0,1.0,{'70489695.0': 1.0}
10492455.0,2.0,0.5,0.5,"{'20275814.0': 1.0, '30219281.0': 1.0, '10443974.0': 1.0002, '461379.0': 0.9999, '70261131.0': 1.0, '80275887.0': 1.0003, '10486652.0': 1.0, '20461378.0': 1.0, '40499002.0': 1.0, '30493350.0': 1.0}"
10499517.0,1.0,0.0,1.0,"{'50342237.0': 0.9999, '50361792.0': 1.0, '80066723.0': 1.0, '70359199.0': 1.0, '90066708.0': 1.0}"
10502379.0,1.0,0.0,1.0,"{'90066708.0': 1.0, '461379.0': 0.9999, '10339171.0': 1.0, '30466224.0': 1.0, '80393249.0': 1.0, '30393497.0': 1.0, '80461380.0': 1.0, '70177255.0': 1.0, '502105.0': 1.0, '20393247.0': 1.0, '60280205.0': 1.0, '80502111.0': 1.0, '20440362.0': 1.0}"
10502930.0,1.0,0.0,1.0,{'50486650.0': 1.0}
10509125.0,1.0,0.0,0.0,"{'40257296.0': 1.0, '60509142.0': 0.9999, '70509132.0': 1.0, '30214504.0': 1.0003, '10263232.0': 1.0, '80256940.0': 1.0, '90509145.0': 1.0, '20510939.0': 1.0}"
10510299.0,3.0,1.0,0.0,"{'90511105.0': 4.0002, '70510300.0': 4.0, '40456286.0': 4.0, '40391836.0': 4.0, '445332.0': 4.0, '60518486.0': 4.0, '30409295.0': 4.0, '60409294.0': 4.0, '40510306.0': 4.0, '50396094.0': 4.0, '510308.0': 4.0, '30391766.0': 4.0, '50494141.0': 4.0, '60396121.0': 4.0002, '10391772.0': 4.0, '90391853.0': 4.0, '90262196.0': 1.0, '50445320.0': 1.0, '10515485.0': 1.0, '20532309.0': 1.0, '50520753.0': 1.0}"
10511208.0,1.0,0.0,1.0,"{'40381286.0': 1.0, '80515585.0': 1.0, '40381291.0': 1.0, '50177223.0': 1.0, '20557413.0': 1.0, '70381275.0': 1.0, '50335091.0': 1.0, '40537971.0': 1.0}"
10514358.0,1.0,0.0,1.0,"{'40415031.0': 1.0, '44881100.0': 1.0}"
10515485.0,1.0,1.0,0.0,"{'50520753.0': 1.0, '10510299.0': 0.9999, '20532309.0': 1.0, '50445320.0': 1.0, '90262196.0': 1.0}"
10520260.0,1.0,0.0,1.0,"{'60193128.0': 1.0, '80532684.0': 1.0, '80429757.0': 0.9999}"
10529086.0,1.0,1.0,0.0,"{'60342656.0': 1.0, '30256891.0': 1.001, '70214559.0': 0.9996, '214505.0': 0.9994, '60529084.0': 1.0, '70346932.0': 1.0, '70529088.0': 1.0, '80331930.0': 1.0002, '70246386.0': 1.0, '70277957.0': 0.9996, '20329195.0': 1.0, '10446557.0': 1.0, '20214566.0': 1.0, '30277959.0': 1.0008, '10368489.0': 0.9999, '10446883.0': 0.9999, '90256893.0': 0.9996}"
10530259.0,1.0,0.0,1.0,{}
17228340.0,1.0,0.0,1.0,"{'50342237.0': 0.9999, '60534641.0': 1.0, '90523014.0': 1.0, '90542668.0': 1.0, '50534632.0': 1.0, '70534645.0': 1.0, '20503236.0': 1.0, '10056770.0': 1.0, '60534288.0': 1.0, '30524573.0': 1.0, '50395382.0': 1.0}"
20110540.0,1.0,0.0,1.0,{}
20132453.0,1.0,0.0,1.0,"{'20312492.0': 1.0, '90213549.0': 1.0, '30213552.0': 1.0, '90538001.0': 1.0, '70466811.0': 1.0, '70532062.0': 1.0, '177225.0': 1.0, '50512649.0': 1.0, '20448834.0': 1.0, '40323654.0': 1.0, '40508407.0': 1.0, '20508408.0': 1.0, '50213546.0': 1.0, '90279719.0': 1.0, '70213545.0': 1.0, '20543001.0': 1.0, '542998.0': 1.0, '40448036.0': 1.0, '40508884.0': 1.0}"
20193899.0,1.0,0.0,1.0,"{'60512861.0': 1.0, '90488143.0': 1.0, '30258913.0': 1.0, '20476346.0': 0.9999, '80258915.0': 1.0, '453058.0': 1.0, '20317079.0': 0.9999, '80094014.0': 1.0, '60512875.0': 1.0, '50213546.0': 1.0, '60159520.0': 1.0}"
20200456.0,1.0,0.0,1.0,{'10311308.0': 1.0}
20201724.0,4.0,1.0,0.0,"{'70277981.0': 16.0, '40201723.0': 9.0, '214505.0': 9.0003, '90256893.0': 4.0008, '10257306.0': 4.0, '10277984.0': 4.0002, '50357002.0': 4.0, '30263245.0': 3.9996, '80331930.0': 3.9996, '50246306.0': 4.0, '70246348.0': 4.0002, '30256891.0': 3.9988, '90124534.0': 0.9999, '60261103.0': 1.0, '20467629.0': 1.0, '40301124.0': 1.0, '60257648.0': 1.0, '50277977.0': 0.9999, '90246328.0': 1.0, '30246388.0': 1.0, '80256940.0': 1.0, '70290360.0': 1.0, '60473015.0': 1.0, '30404028.0': 0.9999, '30278727.0': 1.0, '20257315.0': 1.0, '90201725.0': 1.0, '10178601.0': 1.0, '40318978.0': 1.0, '80458189.0': 1.0, '10211276.0': 1.0, '40256895.0': 0.9999, '90434961.0': 1.0, '50404027.0': 1.0, '40249541.0': 1.0, '90190524.0': 1.0, '50404032.0': 0.9999}"
20204647.0,1.0,0.0,1.0,"{'90455086.0': 1.0, '40102978.0': 1.0, '50427632.0': 1.0}"
20204652.0,1.0,1.0,0.0,"{'30205613.0': 1.0, '30312236.0': 1.0, '30205496.0': 1.0, '205501.0': 1.0, '20285040.0': 1.0, '60285024.0': 1.0, '70205480.0': 1.0, '10338421.0': 1.0, '70213569.0': 1.0, '80208261.0': 1.0, '10205483.0': 1.0, '30238859.0': 1.0, '30261307.0': 1.0, '70285028.0': 1.0, '30212562.0': 1.0, '80519946.0': 1.0, '90205484.0': 1.0, '212554.0': 1.0, '10301960.0': 1.0, '205662.0': 1.0, '40204651.0': 1.0, '50205495.0': 1.0, '40234436.0': 1.0, '10205614.0': 1.0, '10205633.0': 1.0, '205493.0': 1.0, '80398058.0': 1.0, '20359229.0': 1.0, '60335199.0': 1.0, '80205535.0': 1.0, '40205599.0': 0.9999, '80213432.0': 1.0, '80524882.0': 0.9999, '20297279.0': 1.0, '50238858.0': 1.0, '50285034.0': 1.0, '4375085.0': 1.0, '60205485.0': 1.0, '90285032.0': 1.0, '90205498.0': 1.0, '10311539.0': 1.0, '285036.0': 1.0}"
20205430.0,1.0,1.0,0.0,"{'40205599.0': 0.9999, '60208238.0': 1.0, '60297885.0': 1.0, '90212564.0': 1.0, '30366917.0': 1.0, '50504772.0': 1.0, '50515346.0': 1.0, '40205537.0': 1.0, '40327505.0': 1.0, '60205664.0': 1.0, '30212406.0': 1.0}"
20207410.0,6.0,0.8333333333333334,0.0,"{'214505.0': 36.0012, '30256891.0': 24.999, '20214566.0': 25.0, '70214559.0': 15.9984, '30277959.0': 9.0018, '70277957.0': 9.002699999999999, '70246386.0': 4.0, '30263245.0': 3.9996, '70257638.0': 4.0, '90246352.0': 3.9996, '10257306.0': 1.0, '40256895.0': 0.9999, '257302.0': 0.9999, '90338417.0': 1.0, '20246360.0': 0.9999, '20320802.0': 1.0, '80331930.0': 1.0002, '80534372.0': 1.0, '70529088.0': 1.0, '70346932.0': 1.0, '20519888.0': 1.0, '10446557.0': 1.0, '50335618.0': 1.0, '60263244.0': 0.9999, '257298.0': 1.0, '392461.0': 1.0, '90404822.0': 1.0, '30275861.0': 1.0, '90277961.0': 1.0003, '40501892.0': 1.0, '60246396.0': 0.9999, '10368489.0': 0.9999, '10357004.0': 1.0, '30460811.0': 1.0}"
20214566.0,16.0,0.75,0.0,"{'30256891.0': 224.991, '70277957.0': 168.98700000000002, '214505.0': 168.9974, '70214559.0': 81.0, '30277959.0': 35.9964, '90246352.0': 25.002, '20207410.0': 24.999, '60442383.0': 24.999, '90256893.0': 15.9984, '30263245.0': 15.9984, '70246386.0': 16.0, '70346932.0': 16.0, '257298.0': 9.0, '80331930.0': 9.0, '70257638.0': 9.0, '70529088.0': 4.0, '10368489.0': 4.0002, '90404822.0': 4.0, '20246708.0': 4.0002, '70214564.0': 4.0, '70256931.0': 4.0002, '40256895.0': 3.9996, '10446557.0': 4.0, '20246360.0': 4.0002, '50335618.0': 1.0, '40211977.0': 0.9999, '70277995.0': 0.9999, '421185.0': 1.0, '347510.0': 1.0, '50357002.0': 1.0, '10529086.0': 1.0, '257302.0': 0.9999, '30460811.0': 1.0, '60342656.0': 1.0, '70534645.0': 1.0, '70404026.0': 1.0, '80534372.0': 1.0, '392461.0': 1.0, '90277961.0': 1.0003, '30275861.0': 1.0, '80509481.0': 1.0, '90510945.0': 1.0, '10211276.0': 1.0, '90338417.0': 1.0, '80256940.0': 1.0, '40277992.0': 1.0, '20320802.0': 1.0, '50257253.0': 1.0, '60529084.0': 1.0, '20329195.0': 1.0, '30246722.0': 0.9999, '60403602.0': 1.0, '70403606.0': 1.0, '50404032.0': 0.9999, '20484817.0': 1.0, '60263244.0': 0.9999, '50334303.0': 1.0, '10333065.0': 1.0, '60533057.0': 1.0, '50518477.0': 1.0, '60246396.0': 0.9999, '30404028.0': 0.9999, '10446883.0': 0.9999, '40501892.0': 1.0, '80214549.0': 0.9999, '40458191.0': 1.0, '80257261.0': 1.0, '10257306.0': 1.0, '40256942.0': 1.0, '50518910.0': 1.0, '10357004.0': 1.0, '103343.0': 1.0, '20519888.0': 1.0, '10246308.0': 1.0, '90429771.0': 1.0, '50308196.0': 1.0}"
20214571.0,2.0,0.0,0.0,"{'90277961.0': 3.9998, '30214504.0': 3.9998, '40256895.0': 3.9996, '80214568.0': 3.9996, '30263245.0': 3.9996, '30277959.0': 3.9996, '10301125.0': 1.0, '414830.0': 1.0, '20257315.0': 1.0, '10442385.0': 1.0, '10257306.0': 1.0, '80435188.0': 1.0}"
20214731.0,1.0,0.0,1.0,{}
20219936.0,2.0,0.5,0.5,"{'60217228.0': 4.0, '40399998.0': 1.0, '80396926.0': 1.0, '50359195.0': 1.0, '40442195.0': 1.0, '50219893.0': 1.0, '50456554.0': 1.0, '80429408.0': 1.0, '10381909.0': 1.0, '521948.0': 1.0, '60381898.0': 1.0, '50278726.0': 0.9999, '50498889.0': 1.0, '70420936.0': 1.0, '70217157.0': 1.0, '60454026.0': 1.0, '359206.0': 1.0, '70396917.0': 1.0, '30217159.0': 1.0, '50486650.0': 1.0, '30217135.0': 1.0, '90124534.0': 0.9999}"
20245959.0,1.0,1.0,0.0,"{'80215332.0': 1.0, '30341111.0': 1.0, '20485572.0': 1.0, '40263848.0': 1.0, '431151.0': 1.0, '30291658.0': 1.0, '50275558.0': 1.0, '275674.0': 1.0, '80261258.0': 1.0, '50263838.0': 1.0, '295530.0': 1.0, '10423886.0': 1.0, '30472927.0': 1.0, '10244743.0': 1.0}"
20246360.0,3.0,0.6666666666666666,0.0,"{'214505.0': 4.0014, '70277957.0': 3.9984, '70214559.0': 4.0008, '20214566.0': 4.0, '30256891.0': 3.9988, '50404032.0': 0.9999, '70257638.0': 1.0, '70404026.0': 1.0, '10246308.0': 1.0, '421185.0': 1.0, '20519888.0': 1.0, '20246708.0': 0.9999, '50334303.0': 1.0, '50335618.0': 1.0, '80534372.0': 1.0, '70346932.0': 1.0, '70246386.0': 1.0, '90246352.0': 0.9999, '40458191.0': 1.0, '60442383.0': 1.0002, '10368489.0': 0.9999, '20207410.0': 1.0002, '10211276.0': 1.0, '30277959.0': 1.0008, '20320802.0': 1.0, '90256893.0': 0.9996, '30404028.0': 0.9999}"
20246708.0,3.0,0.6666666666666666,0.0,"{'30256891.0': 9.0012, '70277957.0': 9.002699999999999, '30404028.0': 4.0002, '50404032.0': 4.0002, '70257638.0': 4.0, '90246352.0': 3.9996, '70246386.0': 4.0, '70404026.0': 4.0, '20214566.0': 4.0, '30214504.0': 1.0003, '30263245.0': 1.0008, '338412.0': 1.0, '421185.0': 1.0, '10246308.0': 1.0, '70214564.0': 1.0, '70346932.0': 1.0, '10203610.0': 1.0, '90529087.0': 1.0, '70214559.0': 0.9996, '20246360.0': 0.9999, '90256893.0': 0.9996, '60344735.0': 1.0, '30277959.0': 1.0008, '70238541.0': 0.9999, '10211276.0': 1.0, '10446883.0': 0.9999, '30246722.0': 0.9999, '214505.0': 0.9994, '40256895.0': 0.9999, '60442383.0': 1.0002, '50214560.0': 1.0, '40458191.0': 1.0, '50334303.0': 1.0, '257298.0': 1.0}"
20257315.0,4.0,0.25,0.25,"{'30263245.0': 15.9984, '40256895.0': 8.9991, '50277977.0': 4.0002, '10257306.0': 4.0, '90277961.0': 3.9998, '40421188.0': 1.0, '80515873.0': 1.0, '20214571.0': 1.0, '30214504.0': 1.0003, '60261103.0': 1.0, '20467629.0': 1.0, '40301124.0': 1.0, '50246306.0': 1.0, '10246308.0': 1.0, '90124534.0': 0.9999, '30382347.0': 1.0, '70214564.0': 1.0, '90246328.0': 1.0, '30211275.0': 1.0, '80214568.0': 1.0002, '324518.0': 1.0, '20201724.0': 1.0, '60246396.0': 0.9999, '60211274.0': 1.0, '50183993.0': 1.0, '30278727.0': 1.0, '90256893.0': 0.9996, '40458186.0': 1.0, '90201725.0': 1.0, '50357002.0': 1.0, '10301125.0': 1.0, '30277959.0': 1.0008, '256944.0': 1.0, '70277981.0': 1.0, '214505.0': 0.9994, '10442385.0': 1.0, '10458183.0': 1.0, '40249541.0': 1.0, '90190524.0': 1.0}"
20263830.0,1.0,1.0,0.0,"{'70429611.0': 1.0, '428549.0': 1.0002}"
20275814.0,4.0,0.5,0.5,"{'10443974.0': 1.0002, '40525685.0': 1.0, '10492455.0': 1.0, '90282180.0': 1.0, '40499002.0': 1.0, '30493350.0': 1.0, '20278167.0': 0.9999, '50525642.0': 1.0, '461379.0': 0.9999, '80275887.0': 1.0003, '10486652.0': 1.0, '30219281.0': 1.0, '90435102.0': 1.0, '10409932.0': 1.0, '20461378.0': 1.0, '60348125.0': 1.0, '20301554.0': 1.0, '40217955.0': 1.0}"
20278167.0,3.0,0.3333333333333333,0.6666666666666666,"{'50456592.0': 1.0, '60159520.0': 1.0, '40217955.0': 1.0, '70238541.0': 0.9999, '70193321.0': 1.0, '70286645.0': 1.0, '40504249.0': 1.0, '60452174.0': 1.0, '80089239.0': 0.9999, '20275814.0': 1.0, '20300248.0': 1.0, '95685100.0': 1.0, '50525642.0': 1.0, '70456591.0': 1.0, '50471026.0': 1.0, '80275887.0': 1.0003, '502474.0': 1.0, '30456593.0': 1.0, '428549.0': 1.0002, '40501892.0': 1.0, '80429757.0': 0.9999, '10409932.0': 1.0, '20502166.0': 1.0}"
20285040.0,1.0,1.0,0.0,"{'80524882.0': 0.9999, '4375085.0': 1.0, '50285034.0': 1.0, '50238858.0': 1.0, '20297279.0': 1.0, '10301960.0': 1.0, '80213432.0': 1.0, '40205599.0': 0.9999, '80205535.0': 1.0, '60335199.0': 1.0, '60205485.0': 1.0, '90285032.0': 1.0, '90205498.0': 1.0, '285036.0': 1.0, '10311539.0': 1.0, '20359229.0': 1.0, '80398058.0': 1.0, '205493.0': 1.0, '30238859.0': 1.0, '20204652.0': 1.0, '30205613.0': 1.0, '70205480.0': 1.0, '70213569.0': 1.0, '80208261.0': 1.0, '10205483.0': 1.0, '30261307.0': 1.0, '10205633.0': 1.0, '10338421.0': 1.0, '70285028.0': 1.0, '205501.0': 1.0, '30312236.0': 1.0, '30205496.0': 1.0, '60285024.0': 1.0, '80519946.0': 1.0, '30212562.0': 1.0, '90205484.0': 1.0, '212554.0': 1.0, '205662.0': 1.0, '40204651.0': 1.0, '50205495.0': 1.0, '40234436.0': 1.0, '10205614.0': 1.0}"
20293568.0,1.0,0.0,1.0,"{'324518.0': 1.0, '50324511.0': 1.0, '30324507.0': 1.0, '10443974.0': 1.0002}"
20297279.0,1.0,1.0,0.0,"{'20204652.0': 1.0, '20285040.0': 1.0, '30205496.0': 1.0, '30312236.0': 1.0, '205501.0': 1.0, '70285028.0': 1.0, '10338421.0': 1.0, '80519946.0': 1.0, '60285024.0': 1.0, '30212562.0': 1.0, '205493.0': 1.0, '80213432.0': 1.0, '40205599.0': 0.9999, '80205535.0': 1.0, '60335199.0': 1.0, '20359229.0': 1.0, '80398058.0': 1.0, '10205633.0': 1.0, '90205484.0': 1.0, '10205614.0': 1.0, '40234436.0': 1.0, '50205495.0': 1.0, '40204651.0': 1.0, '205662.0': 1.0, '212554.0': 1.0, '30205613.0': 1.0, '70205480.0': 1.0, '70213569.0': 1.0, '80208261.0': 1.0, '10205483.0': 1.0, '30238859.0': 1.0, '30261307.0': 1.0, '80524882.0': 0.9999, '10301960.0': 1.0, '50238858.0': 1.0, '50285034.0': 1.0, '285036.0': 1.0, '10311539.0': 1.0, '90205498.0': 1.0, '90285032.0': 1.0, '60205485.0': 1.0, '4375085.0': 1.0}"
20300248.0,1.0,0.0,1.0,"{'70238541.0': 0.9999, '70286645.0': 1.0, '60159520.0': 1.0, '50456592.0': 1.0, '70193321.0': 1.0, '40504249.0': 1.0, '50471026.0': 1.0, '60452174.0': 1.0, '80089239.0': 0.9999, '20278167.0': 0.9999, '95685100.0': 1.0, '50525642.0': 1.0, '70456591.0': 1.0, '80275887.0': 1.0003, '502474.0': 1.0, '30456593.0': 1.0, '40501892.0': 1.0, '80429757.0': 0.9999, '20502166.0': 1.0}"
20301554.0,1.0,0.0,1.0,{'20275814.0': 1.0}
20312492.0,1.0,0.0,1.0,"{'40448036.0': 1.0, '40508884.0': 1.0, '542998.0': 1.0, '20543001.0': 1.0, '20132453.0': 1.0, '90213549.0': 1.0, '30213552.0': 1.0, '90538001.0': 1.0, '70466811.0': 1.0, '70532062.0': 1.0, '177225.0': 1.0, '50512649.0': 1.0, '40323654.0': 1.0, '20448834.0': 1.0, '40508407.0': 1.0, '20508408.0': 1.0, '50213546.0': 1.0, '90279719.0': 1.0, '70213545.0': 1.0}"
20317079.0,3.0,0.6666666666666666,0.3333333333333333,"{'453058.0': 1.0, '90309245.0': 1.0, '60512861.0': 1.0, '60282186.0': 1.0, '60214569.0': 1.0, '90488143.0': 1.0, '30258913.0': 1.0, '20476346.0': 0.9999, '80258915.0': 1.0, '80309241.0': 1.0, '441758.0': 1.0, '80094014.0': 1.0, '60512875.0': 1.0, '20193899.0': 1.0, '60159520.0': 1.0, '40497828.0': 1.0, '50213546.0': 1.0}"
20320312.0,1.0,1.0,0.0,"{'60518472.0': 1.0, '20400016.0': 1.0, '10203610.0': 1.0}"
20320802.0,1.0,1.0,0.0,"{'70214559.0': 0.9996, '20519888.0': 1.0, '10368489.0': 0.9999, '20214566.0': 1.0, '70277957.0': 0.9996, '50335618.0': 1.0, '80534372.0': 1.0, '70346932.0': 1.0, '20246360.0': 0.9999, '214505.0': 0.9994, '20207410.0': 1.0002, '30256891.0': 1.001}"
20329195.0,1.0,1.0,0.0,"{'30256891.0': 1.001, '70214559.0': 0.9996, '214505.0': 0.9994, '60529084.0': 1.0, '70346932.0': 1.0, '70529088.0': 1.0, '60342656.0': 1.0, '80331930.0': 1.0002, '70246386.0': 1.0, '70277957.0': 0.9996, '10529086.0': 1.0, '10446557.0': 1.0, '20214566.0': 1.0, '30277959.0': 1.0008, '10368489.0': 0.9999, '10446883.0': 0.9999, '90256893.0': 0.9996}"
20331198.0,5.0,0.4,0.2,"{'40497828.0': 9.0, '60505511.0': 9.0, '70330945.0': 9.0, '10330948.0': 4.0, '50330951.0': 4.0, '60331200.0': 4.0, '330982.0': 4.0, '40331164.0': 4.0, '90331166.0': 4.0, '80331063.0': 1.0, '90382882.0': 1.0, '30330947.0': 1.0, '70331186.0': 1.0, '60330984.0': 1.0, '10331165.0': 1.0, '30263245.0': 1.0008, '40331055.0': 1.0, '336432.0': 1.0, '50472827.0': 1.0, '10330972.0': 1.0, '10246308.0': 1.0, '40446122.0': 1.0, '331057.0': 1.0, '452544.0': 1.0, '10331194.0': 0.9999, '10385926.0': 1.0, '20524677.0': 1.0, '20434163.0': 1.0, '10330953.0': 1.0, '60331059.0': 1.0, '307552.0': 1.0, '30514036.0': 1.0, '466598.0': 1.0, '331161.0': 1.0, '514033.0': 1.0, '40436774.0': 1.0, '70434113.0': 1.0, '70514039.0': 1.0, '10257306.0': 1.0, '50497818.0': 1.0, '40452575.0': 1.0, '20334314.0': 1.0}"
20334314.0,1.0,1.0,0.0,"{'50497818.0': 1.0, '60331200.0': 1.0, '70330945.0': 0.9999, '60505511.0': 0.9999, '10330948.0': 1.0, '10257306.0': 1.0, '70514039.0': 1.0, '70331186.0': 1.0, '30263245.0': 1.0008, '80331063.0': 1.0, '330982.0': 1.0, '20331198.0': 1.0, '10246308.0': 1.0, '40331164.0': 1.0, '10331194.0': 0.9999, '10385926.0': 1.0, '20524677.0': 1.0, '60331059.0': 1.0, '307552.0': 1.0, '30514036.0': 1.0, '514033.0': 1.0, '40497828.0': 1.0}"
20341965.0,1.0,1.0,0.0,"{'30219281.0': 1.0, '80275887.0': 1.0003}"
20359229.0,1.0,1.0,0.0,"{'40234436.0': 1.0, '10301960.0': 1.0, '50285034.0': 1.0, '50238858.0': 1.0, '20297279.0': 1.0, '80524882.0': 0.9999, '80213432.0': 1.0, '40205599.0': 0.9999, '80205535.0': 1.0, '60335199.0': 1.0, '80398058.0': 1.0, '205493.0': 1.0, '10311539.0': 1.0, '285036.0': 1.0, '90205498.0': 1.0, '90285032.0': 1.0, '60205485.0': 1.0, '4375085.0': 1.0, '10205614.0': 1.0, '50205495.0': 1.0, '20204652.0': 1.0, '30205613.0': 1.0, '70205480.0': 1.0, '70213569.0': 1.0, '70285028.0': 1.0, '80208261.0': 1.0, '10205483.0': 1.0, '30238859.0': 1.0, '10338421.0': 1.0, '90205484.0': 1.0, '40204651.0': 1.0, '205662.0': 1.0, '212554.0': 1.0, '30212562.0': 1.0, '205501.0': 1.0, '80519946.0': 1.0, '60285024.0': 1.0, '20285040.0': 1.0, '30205496.0': 1.0, '30312236.0': 1.0, '30261307.0': 1.0, '10205633.0': 1.0}"
20378464.0,1.0,0.0,1.0,"{'60399902.0': 1.0, '70421238.0': 1.0}"
20390871.0,1.0,0.0,1.0,{}
20393247.0,1.0,0.0,1.0,"{'60280205.0': 1.0, '502105.0': 1.0, '80502111.0': 1.0, '20440362.0': 1.0, '10502379.0': 1.0, '90066708.0': 1.0, '461379.0': 0.9999, '10339171.0': 1.0, '30466224.0': 1.0, '80393249.0': 1.0, '30393497.0': 1.0, '80461380.0': 1.0, '70177255.0': 1.0}"
20393662.0,3.0,0.0,1.0,"{'428549.0': 1.0002, '90462355.0': 1.0}"
20396929.0,1.0,0.0,1.0,{}
20399895.0,1.0,0.0,0.0,{}
20400016.0,1.0,1.0,0.0,"{'60518472.0': 1.0, '20320312.0': 1.0, '10203610.0': 1.0}"
20403562.0,1.0,0.0,0.0,{'80214549.0': 0.9999}
20410534.0,1.0,1.0,0.0,"{'280637.0': 1.0, '50474751.0': 1.0, '50465756.0': 1.0, '40507342.0': 1.0, '70320319.0': 1.0, '80320521.0': 1.0, '50518477.0': 1.0, '40430588.0': 1.0}"
20423602.0,1.0,1.0,0.0,"{'10486732.0': 1.0, '30263245.0': 1.0008, '10246308.0': 1.0, '70214564.0': 1.0, '70346932.0': 1.0, '50356187.0': 1.0, '80331930.0': 1.0002, '228705.0': 1.0, '10368489.0': 0.9999, '70214559.0': 0.9996, '60529084.0': 1.0, '90256893.0': 0.9996, '40480856.0': 1.0, '30277959.0': 1.0008, '10446883.0': 0.9999, '30246722.0': 0.9999, '214505.0': 0.9994, '40256895.0': 0.9999, '60442383.0': 1.0002, '10257306.0': 1.0, '10357004.0': 1.0}"
20426808.0,1.0,1.0,0.0,{}
20434115.0,1.0,1.0,0.0,"{'50454036.0': 1.0, '40436774.0': 1.0}"
20434163.0,1.0,0.0,1.0,"{'60505511.0': 0.9999, '40436774.0': 1.0, '70434113.0': 1.0, '20331198.0': 1.0, '90331166.0': 1.0, '50330951.0': 1.0, '90382882.0': 1.0, '40497828.0': 1.0, '40446122.0': 1.0, '466598.0': 1.0, '50472827.0': 1.0, '10330972.0': 1.0}"
20434832.0,1.0,0.0,1.0,"{'473693.0': 1.0, '30528514.0': 1.0}"
20440362.0,1.0,0.0,1.0,"{'80461380.0': 1.0, '80502111.0': 1.0, '10502379.0': 1.0, '90066708.0': 1.0, '461379.0': 0.9999, '10339171.0': 1.0, '30466224.0': 1.0, '80393249.0': 1.0, '30393497.0': 1.0, '70177255.0': 1.0, '502105.0': 1.0, '20393247.0': 1.0, '60280205.0': 1.0}"
20448834.0,1.0,0.0,1.0,"{'40508407.0': 1.0, '50213546.0': 1.0, '90279719.0': 1.0, '70213545.0': 1.0, '20543001.0': 1.0, '542998.0': 1.0, '40448036.0': 1.0, '40508884.0': 1.0, '20508408.0': 1.0, '40323654.0': 1.0, '50512649.0': 1.0, '20312492.0': 1.0, '20132453.0': 1.0, '90213549.0': 1.0, '30213552.0': 1.0, '90538001.0': 1.0, '70466811.0': 1.0, '70532062.0': 1.0, '177225.0': 1.0}"
20449517.0,1.0,1.0,0.0,"{'60300374.0': 1.0, '490522.0': 1.0, '60466246.0': 1.0, '20514070.0': 1.0, '10264302.0': 1.0, '324518.0': 1.0, '50522375.0': 1.0, '40527670.0': 1.0, '80460823.0': 1.0, '20538764.0': 1.0}"
20451379.0,1.0,1.0,0.0,"{'90446148.0': 1.0, '362746.0': 1.0, '10331194.0': 0.9999, '90160211.0': 1.0, '10436978.0': 1.0, '80362974.0': 1.0, '80436965.0': 1.0}"
20461378.0,1.0,1.0,0.0,"{'30493350.0': 1.0, '40499002.0': 1.0, '10492455.0': 1.0, '10486652.0': 1.0, '80275887.0': 1.0003, '461379.0': 0.9999, '10443974.0': 1.0002, '30219281.0': 1.0, '20275814.0': 1.0}"
20467629.0,1.0,1.0,0.0,"{'40256895.0': 0.9999, '70277981.0': 1.0, '50357002.0': 1.0, '90201725.0': 1.0, '20257315.0': 1.0, '90256893.0': 0.9996, '30278727.0': 1.0, '20201724.0': 1.0, '90246328.0': 1.0, '90124534.0': 0.9999, '50277977.0': 0.9999, '50246306.0': 1.0, '40301124.0': 1.0, '30263245.0': 1.0008, '60261103.0': 1.0, '214505.0': 0.9994, '10257306.0': 1.0, '40249541.0': 1.0, '90190524.0': 1.0}"
20468110.0,2.0,0.0,1.0,"{'547038.0': 1.0, '488425.0': 1.0, '30351143.0': 1.0, '30514791.0': 1.0, '20518474.0': 1.0, '549546.0': 1.0, '50353612.0': 1.0, '30546966.0': 1.0, '60518108.0': 1.0, '90538001.0': 1.0, '50258323.0': 1.0}"
